Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
YNR027W	BUD17	14	674923	675876	1
YJR100C	AIM25	10	616351	617334	-1
YCR060W	TAH1	3	224399	224734	1
YLR130C	ZRT2	12	402794	404062	-1
YDR234W	LYS4	4	931129	933210	1
YAL062W	GDH3	1	31567	32940	1
YOR164C	GET4	15	643394	644332	-1
YFR032C	RRT5	6	222090	222959	-1
YBL014C	RRN6	2	199064	201748	-1
YER148W	SPT15	5	465303	466025	1
YLR402W		12	924889	925080	1
YOR376W-A		15	1045196	1045351	1
YBL101C	ECM21	2	24946	28299	-1
YDR005C	MAF1	4	456836	458103	-1
YHL021C	AIM17	8	64462	65859	-1
YKR016W	FCJ1	11	469717	471339	1
YPL232W	SSO1	16	107275	108147	1
YPR133C	SPN1	16	795978	797210	-1
YDL163W		4	166956	167258	1
YPR182W	SMX3	16	900194	900454	1
YNL245C	CWC25	14	186346	186885	-1
YHR074W	QNS1	8	246193	248337	1
YPL215W	CBP3	16	147416	148423	1
YIR028W	DAL4	9	408468	410375	1
YPR170C		16	882983	883318	-1
YDR545W	YRF1-1	4	1526321	1531711	1
YCL059C	KRR1	3	22429	23379	-1
YAL037W		1	74020	74823	1
YER003C	PMI40	5	157736	159118	-1
YJL119C		10	191572	191895	-1
YML046W	PRP39	13	181474	183363	1
YOL050C		15	237882	238202	-1
YMR085W		13	437491	438789	1
YCR040W	MATALPHA1	3	200442	200969	1
YCL034W	LSB5	3	61658	62722	1
YFL039C	ACT1	6	53260	54696	-1
YHR188C	GPI16	8	482005	483837	-1
YOL080C	REX4	15	180558	181427	-1
YER127W	LCP5	5	414481	415554	1
YPL091W	GLR1	16	375502	376953	1
YJR090C	GRR1	10	590872	594327	-1
YJL097W	PHS1	10	245591	246244	1
YFL031W	HAC1	6	75179	76147	1
YCL011C	GBP2	3	102075	103358	-1
YPL059W	GRX5	16	444579	445031	1
YGL050W	TYW3	7	405776	406597	1
YLR164W		12	493883	494389	1
YDL093W	PMT5	4	289909	292140	1
YAL055W	PEX22	1	42177	42719	1
YDL174C	DLD1	4	145826	147589	-1
YMR022W	UBC7	13	318680	319177	1
YBR261C	TAE1	2	734832	735530	-1
YLR263W	RED1	12	670340	672823	1
YBL042C	FUI1	2	138341	140260	-1
YKL125W	RRN3	11	208247	210130	1
YEL034W	HYP2	5	85676	86149	1
YHR135C	YCK1	8	372694	374310	-1
YML112W	CTK3	13	45063	45953	1
YDL099W	BUG1	4	283419	284444	1
YGR077C	PEX8	7	637744	639513	-1
YDR285W	ZIP1	4	1032436	1035063	1
YGR285C	ZUO1	7	1061852	1063153	-1
YDR028C	REG1	4	497835	500879	-1
YPL236C	ENV7	16	101608	102702	-1
YDR163W	CWC15	4	781423	781950	1
YFL025C	BST1	6	84145	87234	-1
YDR094W		4	635840	636175	1
YJR133W	XPT1	10	672991	673620	1
YKL171W	NNK1	11	127475	130261	1
YJR073C	OPI3	10	572315	572935	-1
YPR158W-A		16	844709	846031	1
YKL075C		11	292956	294308	-1
YGR134W	CAF130	7	757770	761138	1
YPL101W	ELP4	16	360209	361579	1
YBL105C	PKC1	2	14241	17696	-1
YBL025W	RRN10	2	171481	171918	1
YLR198C		12	547286	547645	-1
YJR107W		10	627340	628326	1
YDR434W	GPI17	4	1331237	1332841	1
YKL005C	BYE1	11	433093	434877	-1
YNL326C	PFA3	14	27337	28347	-1
YOR021C		15	372798	373439	-1
YKR047W		11	525257	525562	1
YIL079C	AIR1	9	210923	212005	-1
YDL041W		4	378102	378455	1
YDR177W	UBC1	4	816878	817525	1
YGL124C	MON1	7	274780	276714	-1
YBR183W	YPC1	2	596115	597065	1
YNR029C		14	677199	678488	-1
YOL018C	TLG2	15	290881	292074	-1
YAR002W	NUP60	1	152257	153876	1
YIL063C	YRB2	9	242761	243744	-1
YNL296W		14	76273	76587	1
YDR417C		4	1301555	1301926	-1
YOR263C		15	818757	819164	-1
YPL010W	RET3	16	535018	535587	1
YER180C	ISC10	5	549724	550527	-1
YPR186C	PZF1	16	909733	911022	-1
YPL079W	RPL21B	16	406636	407539	1
YHR054W-A		8	214508	214702	1
YLR030W		12	203290	204081	1
YHR182W		8	468219	470576	1
YMR081C	ISF1	13	430079	431095	-1
YBR131C-A		2	497650	497739	-1
YHR167W	THP2	8	439342	440127	1
YER137C		5	441373	441819	-1
YBL031W	SHE1	2	161699	162715	1
YLR098C	CHA4	12	337527	339473	-1
YEL056W	HAT2	5	47168	48373	1
YEL066W	HPA3	5	26667	27206	1
YOR056C	NOB1	15	430247	431626	-1
YBL091C	MAP2	2	47363	48628	-1
YEL034C-A		5	85613	86215	-1
YFR033C	QCR6	6	224326	224769	-1
YGL205W	POX1	7	108158	110404	1
YDR194C	MSS116	4	845952	847946	-1
YOR393W	ERR1	15	1080276	1081589	1
YHR022C-A		8	151217	151306	-1
YHR165W-A		8	436647	436958	1
YLR300W	EXG1	12	728955	730301	1
YDR350C	ATP22	4	1176120	1178174	-1
YDL173W	PAR32	4	148191	149078	1
YMR017W	SPO20	13	307489	308682	1
YMR251W	GTO3	13	772915	774015	1
YDR473C	PRP3	4	1404445	1405854	-1
YOR141C	ARP8	15	589942	592587	-1
YIL088C	AVT7	9	197931	199403	-1
YDL057W		4	351434	352420	1
YIR031C	DAL7	9	413015	414679	-1
YKL178C	STE3	11	113215	114627	-1
YJR161C	COS5	10	742848	743999	-1
YCL025C	AGP1	3	76018	77919	-1
YDL077C	VAM6	4	316971	320120	-1
YGL096W	TOS8	7	325331	326161	1
YNL271C	BNI1	14	129522	135383	-1
YKR104W		11	656836	657756	1
YNL270C	ALP1	14	135940	137661	-1
YMR268C	PRP24	13	802888	804222	-1
YGL150C	INO80	7	221104	225573	-1
YCR009C	RVS161	3	130745	131542	-1
YDR030C	RAD28	4	501753	503273	-1
YOR207C	RET1	15	730008	733457	-1
YLR053C		12	248100	248426	-1
YKL040C	NFU1	11	361058	361828	-1
YNL157W	IGO1	14	340352	340858	1
YKL057C	NUP120	11	330856	333969	-1
YLR211C		12	563792	564531	-1
YLR091W	GEP5	12	322297	323178	1
YML076C	WAR1	13	112513	115347	-1
YNR051C	BRE5	14	716780	718327	-1
YKR007W	MEH1	11	451434	451988	1
YOL157C	IMA2	15	22525	24294	-1
YGR284C	ERV29	7	1060658	1061590	-1
YDR538W	PAD1	4	1510902	1511630	1
YLR134W	PDC5	12	410723	412414	1
YDR515W	SLF1	4	1473429	1474772	1
YMR311C	GLC8	13	896914	897603	-1
YBR236C	ABD1	2	690383	691693	-1
YNL284C	MRPL10	14	103134	104102	-1
YNL279W	PRM1	14	110917	112902	1
YKR067W	GPT2	11	567918	570149	1
YOR142W-A		15	595112	596434	1
YHR217C		8	556581	557042	-1
YOL025W	LAG2	15	274957	276939	1
YJR011C		10	458641	459426	-1
YKR082W	NUP133	11	592825	596298	1
YDR478W	SNM1	4	1414575	1415171	1
YPR132W	RPS23B	16	794965	795767	1
YGR262C	BUD32	7	1016974	1017759	-1
YJL180C	ATP12	10	87583	88560	-1
YIR032C	DAL3	9	415030	415617	-1
YOL142W	RRP40	15	55558	56280	1
YDL079C	MRK1	4	312951	314748	-1
YKR024C	DBP7	11	485144	487372	-1
YDR218C	SPR28	4	903781	905052	-1
YEL059C-A	SOM1	5	42400	42624	-1
YEL024W	RIP1	5	107260	107907	1
YGR259C		7	1012481	1012921	-1
YBR142W	MAK5	2	528317	530638	1
YLR003C	CMS1	12	156855	157730	-1
YJL077C	ICS3	10	294666	295061	-1
YNL080C	EOS1	14	476932	478032	-1
YJR086W	STE18	10	586068	586400	1
YMR011W	HXT2	13	288079	289704	1
YNL127W	FAR11	14	383987	386848	1
YOL150C		15	44473	44784	-1
YIL100C-A		9	177343	177681	-1
YCL051W	LRE1	3	35865	37616	1
YGL183C	MND1	7	156543	157285	-1
YMR103C		13	472902	473264	-1
YBR099C		2	442924	443307	-1
YMR177W	MMT1	13	616566	618098	1
YBR212W	NGR1	2	647886	649904	1
YLR157C-A		12	480279	481601	-1
YOR291W	YPK9	15	861175	865593	1
YKL131W		11	194478	194999	1
YJL218W		10	21973	22563	1
YGL069C		7	375050	375514	-1
YPL130W	SPO19	16	304387	305058	1
YCL009C	ILV6	3	104619	105548	-1
YBL072C	RPS8A	2	88523	89125	-1
YCR052W	RSC6	3	214994	216445	1
YDL133C-A	RPL41B	4	221724	221801	-1
YAL053W	FLC2	1	45899	48250	1
YKL060C	FBA1	11	326408	327487	-1
YPR058W	YMC1	16	673751	674674	1
YGL112C	TAF6	7	298178	299728	-1
YBR185C	MBA1	2	599123	599959	-1
YGL019W	CKB1	7	458156	458992	1
YHR183W	GND1	8	470960	472429	1
YBR156C	SLI15	2	551104	553200	-1
YIL013C	PDR11	9	328207	332442	-1
YMR272W-B		13	811089	811196	1
YOR368W	RAD17	15	1026843	1028048	1
YGR258C	RAD2	7	1007671	1010766	-1
YKL084W	HOT13	11	280509	280859	1
YGR008C	STF2	7	508110	508364	-1
YDR534C	FIT1	4	1503314	1504900	-1
YPL006W	NCR1	16	544631	548143	1
YFR054C		6	258855	259433	-1
YKL003C	MRP17	11	437097	437492	-1
YNL191W	DUG3	14	280432	281505	1
YJL116C	NCA3	10	193860	194873	-1
YOL067C	RTG1	15	201985	202518	-1
YLL058W		12	23569	25296	1
YLR370C	ARC18	12	861718	862254	-1
YHR063W-A		8	225442	225777	1
YDL121C		4	245133	245582	-1
YDR526C		4	1491075	1491545	-1
YMR187C		13	634689	635984	-1
YOR220W	RCN2	15	755328	756125	1
YLR100W	ERG27	12	341810	342853	1
YIL111W	COX5B	9	155222	155765	1
YMR098C	ATP25	13	460771	462609	-1
YKL169C		11	130685	131068	-1
YCR069W	CPR4	3	239055	240011	1
YKL004W	AUR1	11	435580	436785	1
YGL106W	MLC1	7	306560	307009	1
YDL047W	SIT4	4	369771	370706	1
YLR241W		12	620473	622821	1
YOL031C	SIL1	15	266264	267529	-1
YKL077W		11	291453	292631	1
YIR006C	PAN1	9	365466	369908	-1
YOR119C	RIO1	15	548792	550246	-1
YER053C	PIC2	5	258737	259639	-1
YKL053C-A	MDM35	11	339182	339442	-1
YDR292C	SRP101	4	1043146	1045011	-1
YLR101C		12	342566	342961	-1
YNL076W	MKS1	14	483556	485310	1
YOL127W	RPL25	15	80348	81190	1
YKL207W	AIM27	11	48194	48955	1
YJR114W		10	638659	639051	1
YOR257W	CDC31	15	811008	811493	1
YJR045C	SSC1	10	519638	521602	-1
YBL023C	MCM2	2	174920	177526	-1
YHR151C	MTC6	8	399268	400848	-1
YEL009C-A		5	136371	136778	-1
YDL236W	PHO13	4	32296	33234	1
YCL065W		3	13751	14119	1
YJL042W	MHP1	10	361249	365445	1
YER051W	JHD1	5	254656	256134	1
YCL012C		3	101317	101788	-1
YML081W	TDA9	13	104777	108532	1
YPR075C	OPY2	16	695737	696819	-1
YEL057C		5	45020	45721	-1
YNL175C	NOP13	14	307401	308612	-1
YIL041W	GVP36	9	276525	277505	1
YIL030C	SSM4	9	296050	300009	-1
YNL332W	THI12	14	14832	15854	1
YOR215C	AIM41	15	746725	747282	-1
YBR199W	KTR4	2	618909	620303	1
YIL134W	FLX1	9	97395	98330	1
YGL041W-A		7	418825	419289	1
YCR108C		3	315997	316188	-1
YDR145W	TAF12	4	746738	748357	1
YER069W	ARG5,6	5	295410	298001	1
YPR203W		16	943880	944188	1
YNL086W	SNN1	14	466334	466642	1
YOL052C	SPE2	15	232446	233636	-1
YBL010C		2	206107	206949	-1
YPR177C		16	892313	892684	-1
YER148W-A		5	466185	466763	1
YOL103W-A		15	118000	119322	1
YDL001W	RMD1	4	447984	449276	1
YBR056W		2	347879	349384	1
YMR305C	SCW10	13	879063	880232	-1
YOR310C	NOP58	15	896825	898360	-1
YOR273C	TPO4	15	834452	836431	-1
YOR294W	RRS1	15	868340	868951	1
YMR038C	CCS1	13	347511	348260	-1
YDR542W	PAU10	4	1523249	1523611	1
YJL020W-A		10	400981	401238	1
YGL012W	ERG4	7	472855	474276	1
YBL054W	TOD6	2	117589	119166	1
YKR053C	YSR3	11	534067	535281	-1
YLR412C-A		12	950267	950473	-1
YJL007C		10	422698	423012	-1
YOR133W	EFT1	15	575098	577626	1
YKL138C-A	HSK3	11	184803	185012	-1
YML057W	CMP2	13	160180	161994	1
YJR160C	MPH3	10	738008	739816	-1
YFL049W	SWP82	6	36803	38674	1
YPR002C-A		16	560569	560766	-1
YCR005C	CIT2	3	120946	122328	-1
YML028W	TSA1	13	220138	220728	1
YBL076C	ILS1	2	81043	84261	-1
YJR120W		10	647126	647476	1
YGR064W		7	617621	617989	1
YGR107W		7	702667	703116	1
YEL074W		5	6126	6464	1
YGL032C	AGA2	7	436570	436833	-1
YHR175W-A		8	453558	453707	1
YBR070C	ALG14	2	379221	379934	-1
YNL116W	DMA2	14	408341	409909	1
YIL010W	DOT5	9	334882	335529	1
YOL060C	MAM3	15	214017	216137	-1
YOL054W	PSH1	15	228614	229834	1
YML094C-A		13	82219	82620	-1
YGL154C	LYS5	7	215278	216096	-1
YCR099C		3	300832	301299	-1
YPL274W	SAM3	16	22938	24701	1
YGL191W	COX13	7	144808	145197	1
YMR093W	UTP15	13	454015	455556	1
YOL027C	MDM38	15	272003	273724	-1
YJL208C	NUC1	10	40194	41183	-1
YJL214W	HXT8	10	26887	28596	1
YIL161W		9	39433	40140	1
YDR132C		4	718816	720303	-1
YAL029C	MYO4	1	87855	92270	-1
YAR053W		1	208367	208663	1
YER177W	BMH1	5	545611	546414	1
YJL086C		10	272478	272846	-1
YHR028W-A		8	167352	167672	1
YNL158W	PGA1	14	339612	340208	1
YOR224C	RPB8	15	760825	761265	-1
YGR233C	PHO81	7	954674	958210	-1
YNL026W	SAM50	14	581920	583374	1
YPR179C	HDA3	16	893797	895764	-1
YER019W	ISC1	5	192797	194230	1
YLR015W	BRE2	12	175227	176744	1
YMR141C		13	549736	550044	-1
YIL091C	UTP25	9	191030	193195	-1
YDL009C		4	432925	433248	-1
YDR052C	DBF4	4	558511	560625	-1
YGL110C	CUE3	7	301537	303411	-1
YGL230C		7	63772	64215	-1
YLR311C		12	757265	757612	-1
YNR005C		14	636931	637335	-1
YHL011C	PRS3	8	80654	81616	-1
YDR051C	DET1	4	557056	558060	-1
YOR370C	MRS6	15	1029183	1030994	-1
YKL031W		11	382072	382485	1
YPR158W-B		16	844709	849980	1
YBR120C	CBP6	2	480435	480923	-1
YDR397C	NCB2	4	1266366	1266898	-1
YFL011W	HXT10	6	112345	113985	1
YMR084W		13	436628	437416	1
YIL177C		9	483	6147	-1
YHR210C		8	520712	521737	-1
YHL048W	COS8	8	6401	7546	1
YHL002W	HSE1	8	102612	103970	1
YBR089C-A	NHP6B	2	426190	426489	-1
YGR274C	TAF1	7	1039895	1043095	-1
YFL007W	BLM10	6	123479	129910	1
YOR181W	LAS17	15	675939	677840	1
YPR185W	ATG13	16	907218	909434	1
YGR280C	PXR1	7	1050910	1051725	-1
YML114C	TAF8	13	42043	43575	-1
YJL225C		10	466	6130	-1
YDR153C	ENT5	4	766736	767971	-1
YLR244C	MAP1	12	625168	626331	-1
YLR329W	REC102	12	786442	787333	1
YDR229W	IVY1	4	924785	926146	1
YIR001C	SGN1	9	356143	356895	-1
YFR056C		6	263957	264325	-1
YDR321W	ASP1	4	1108702	1109847	1
YHR029C	YHI9	8	167677	168561	-1
YFL037W	TUB2	6	56336	57709	1
YNL170W		14	315978	316373	1
YOL091W	SPO21	15	145334	147163	1
YKR042W	UTH1	11	519527	520624	1
YER145C-A		5	462386	462823	-1
YDL007C-A		4	436567	436824	-1
YDL031W	DBP10	4	394217	397204	1
YBR148W	YSW1	2	537876	539705	1
YGL123C-A		7	277634	277864	-1
YIL071W-A		9	228550	229026	1
YLR246W	ERF2	12	627118	628197	1
YJL140W	RPB4	10	150961	151626	1
YDR169C-A		4	794574	794723	-1
YML019W	OST6	13	233457	234455	1
YOR157C	PUP1	15	630966	631751	-1
YLR347W-A		12	824789	824929	1
YOR363C	PIP2	15	1020222	1023212	-1
YJL223C	PAU1	10	8776	9138	-1
YEL048C	TCA17	5	64709	65167	-1
YBL080C	PET112	2	73070	74695	-1
YNL034W		14	570477	572315	1
YJR001W	AVT1	10	436802	438610	1
YMR182W-A		13	625811	625897	1
YGR161W-B		7	811738	817051	1
YPL248C	GAL4	16	79711	82356	-1
YER030W	CHZ1	5	213437	213898	1
YER027C	GAL83	5	208979	210232	-1
YER175W-A		5	540650	540814	1
YFR001W	LOC1	6	149110	149724	1
YDL242W		4	18959	19312	1
YIL075C	RPN2	9	217863	220700	-1
YJL104W	PAM16	10	227327	227776	1
YGL254W	FZF1	7	22304	23203	1
YGL201C	MCM6	7	117854	120907	-1
YGR165W	MRPS35	7	829116	830153	1
YDL075W	RPL31A	4	322226	322988	1
YMR324C		13	922202	922444	-1
YKL087C	CYT2	11	277189	277863	-1
YGR228W		7	949365	949709	1
YDL187C		4	125509	125838	-1
YCR046C	IMG1	3	209914	210423	-1
YDR468C	TLG1	4	1398026	1398700	-1
YNR012W	URK1	14	647432	648937	1
YHL012W		8	78936	80417	1
YEL039C	CYC7	5	79636	79977	-1
Q0080	ATP8	Mito	27666	27812	1
YDR250C		4	960086	960361	-1
YOR268C		15	825534	825932	-1
YDL144C		4	198662	199732	-1
YLR200W	YKE2	12	549012	549356	1
YGL247W	BRR6	7	36933	37526	1
YIL133C	RPL16A	9	98527	99416	-1
YGR286C	BIO2	7	1063813	1064940	-1
YNR006W	VPS27	14	636986	638854	1
YJR136C	TTI2	10	677441	678706	-1
YNL124W	NAF1	14	392892	394370	1
YJR079W		10	580205	581239	1
YAL005C	SSA1	1	139503	141431	-1
YDL158C		4	173866	174174	-1
YNR047W	FPK1	14	708523	711204	1
YOL037C		15	256666	257019	-1
YPL131W	RPL5	16	303121	304014	1
YHR123W	EPT1	8	354815	356081	1
YIL092W		9	189066	190967	1
YJR025C	BNA1	10	471138	471671	-1
YKL224C	PAU16	11	1810	2181	-1
YBL002W	HTB2	2	236492	236887	1
YLR224W		12	586464	587573	1
YHL010C	ETP1	8	81964	83721	-1
YPL016W	SWI1	16	521014	524958	1
YOR174W	MED4	15	658747	659601	1
YOR143C	THI80	15	601383	602342	-1
YLL032C		12	74270	76747	-1
YHR070W	TRM5	8	234881	236380	1
YER122C	GLO3	5	402871	404352	-1
YDR184C	ATC1	4	830629	831513	-1
YCR075C	ERS1	3	248033	248815	-1
YHR147C	MRPL6	8	392639	393283	-1
YPR012W		16	584309	584563	1
YJR074W	MOG1	10	573095	573751	1
YOR048C	RAT1	15	418630	421650	-1
YPL162C		16	243206	244027	-1
YHL041W		8	17392	17841	1
YNL295W		14	76946	78520	1
YLR204W	QRI5	12	552270	552605	1
YHR025W	THR1	8	159438	160511	1
YGL239C		7	49431	49745	-1
YLR339C		12	805784	806335	-1
YNL254C	RTC4	14	168043	169248	-1
YAL027W	SAW1	1	94687	95472	1
YBR132C	AGP2	2	499652	501442	-1
YML027W	YOX1	13	221406	222563	1
YMR213W	CEF1	13	693381	695153	1
YAR009C		1	160597	164187	-1
YBR152W	SPP381	2	546376	547251	1
YOR045W	TOM6	15	413852	414037	1
YDR125C	ECM18	4	701397	702758	-1
YDR211W	GCD6	4	884727	886865	1
YPL169C	MEX67	16	229039	230838	-1
YOL038W	PRE6	15	255337	256101	1
YLL046C	RNP1	12	46714	47463	-1
YKR006C	MRPL13	11	450423	451217	-1
YGL073W	HSF1	7	368753	371254	1
YER028C	MIG3	5	210692	211876	-1
YPL200W	CSM4	16	171484	171954	1
YPL282C	PAU22	16	7933	8427	-1
YML045W		13	184461	189729	1
YPL271W	ATP15	16	30079	30267	1
YDR370C		4	1217782	1219110	-1
YDR354W	TRP4	4	1184747	1185889	1
YER015W	FAA2	5	184541	186775	1
YPL055C	LGE1	16	453992	454990	-1
YDR240C	SNU56	4	943674	945152	-1
YDR331W	GPI8	4	1129588	1130823	1
YCL042W		3	50584	50943	1
YDL237W	AIM6	4	30657	31829	1
YBR302C	COS2	2	810340	811479	-1
YLL029W	FRA1	12	81461	83710	1
YJL163C		10	111666	113333	-1
YDL137W	ARF2	4	216529	217074	1
YBL109W		2	5790	6125	1
YBR254C	TRS20	2	723736	724263	-1
YPL073C		16	418499	418984	-1
YDR025W	RPS11A	4	491515	492324	1
YNL055C	POR1	14	517994	518845	-1
YMR033W	ARP9	13	337788	339277	1
YFR029W	PTR3	6	210937	212973	1
YGR092W	DBF2	7	668189	669907	1
YBR040W	FIG1	2	316968	317864	1
YLR063W		12	264157	265254	1
YNL147W	LSM7	14	350940	351383	1
YJL132W		10	161914	164166	1
YJL222W-B		10	9346	9483	1
YPR022C		16	603911	607312	-1
YDR238C	SEC26	4	937895	940816	-1
YIR022W	SEC11	9	398733	399236	1
YBR286W	APE3	2	774700	776313	1
YER169W	RPH1	5	523369	525759	1
YHR158C	KEL1	8	413685	417179	-1
YNL042W-B		14	547113	547370	1
YEL019C	MMS21	5	120498	121301	-1
YOR029W		15	384600	384935	1
YKL196C	YKT6	11	74932	75534	-1
YKR068C	BET3	11	570328	570909	-1
YAL059W	ECM1	1	36509	37147	1
YDR014W-A	HED1	4	477797	478285	1
YPL114W		16	335948	336367	1
YIL105W-A		9	167664	167804	1
YBR168W	PEX32	2	572371	573612	1
YBR226C		2	673155	673565	-1
YDR150W	NUM1	4	755628	763874	1
YIL134C-A		9	96522	96725	-1
YKL081W	TEF4	11	282891	284455	1
YJL135W		10	157877	158194	1
YML101C-A		13	69409	69726	-1
YPR119W	CLB2	16	771653	773128	1
YBR006W	UGA2	2	247010	248503	1
YBL011W	SCT1	2	203538	205817	1
YPR118W	MRI1	16	767752	768987	1
YOR189W	IES4	15	689624	689974	1
YPL238C		16	100474	100863	-1
YKR096W		11	626793	630380	1
YDL062W		4	339857	340282	1
YOR292C		15	865653	866582	-1
YOR015W		15	359993	360352	1
YOR341W	RPA190	15	960987	965981	1
YDL097C	RPN6	4	285391	286695	-1
YMR287C	DSS1	13	842436	845345	-1
YLR082C	SRL2	12	292394	293572	-1
YER040W	GLN3	5	229795	231987	1
YML056C	IMD4	13	162194	164176	-1
YMR153C-A		13	565574	565909	-1
YLR223C	IFH1	12	582233	585490	-1
YGR277C	CAB4	7	1045644	1046561	-1
YPL242C	IQG1	16	90622	95109	-1
YML034W	SRC1	13	209525	212155	1
YAL040C	CLN3	1	65778	67520	-1
YKL119C	VPH2	11	218570	219217	-1
YJR094C	IME1	10	604569	605651	-1
YHL002C-A		8	102587	103075	-1
YMR277W	FCP1	13	820256	822454	1
YNL310C	ZIM17	14	51907	52431	-1
YLR376C	PSY3	12	872826	873554	-1
YJR104C	SOD1	10	622550	623014	-1
YLR180W	SAM1	12	515262	516410	1
YOR064C	YNG1	15	446079	446738	-1
YGL044C	RNA15	7	416146	417036	-1
YNL276C		14	118431	118826	-1
YHR113W	APE4	8	336337	337809	1
YDL188C	PPH22	4	123865	124998	-1
YGL031C	RPL24A	7	437467	437934	-1
YOL139C	CDC33	15	60383	61024	-1
YBR123C	TFC1	2	484742	486691	-1
YDL246C	SOR2	4	8683	9756	-1
YHL018W		8	69708	70070	1
YDR332W	IRC3	4	1131001	1133070	1
YDR294C	DPL1	4	1050459	1052228	-1
YDR207C	UME6	4	865012	867522	-1
YDR355C		4	1186067	1186369	-1
YFR003C	YPI1	6	152657	153124	-1
YJR089W	BIR1	10	587718	590582	1
YHR072W	ERG7	8	239098	241293	1
YFR050C	PRE4	6	249066	249866	-1
YJR050W	ISY1	10	528697	529404	1
YHR212C		8	537759	538094	-1
YOL066C	RIB2	15	202696	204471	-1
YLL006W-A		12	136345	136521	1
YGR073C		7	635615	635986	-1
YDR231C	COX20	4	926293	926910	-1
YNL302C	RPS19B	14	61958	62943	-1
YNL030W	HHF2	14	576727	577038	1
YMR272W-A		13	810466	810579	1
YDR021W	FAL1	4	486804	488003	1
YDR374C		4	1223474	1224394	-1
YPL004C	LSP1	16	550632	551657	-1
YER020W	GPA2	5	195168	196517	1
YDR126W	SWF1	4	703234	704244	1
YOR036W	PEP12	15	400348	401214	1
YOR082C		15	479296	479637	-1
YOL097C	WRS1	15	136527	137825	-1
YDL229W	SSB1	4	44065	45906	1
YHR004C	NEM1	8	111754	113094	-1
YML023C	NSE5	13	226994	228664	-1
YNL197C	WHI3	14	267608	269593	-1
YCR104W	PAU3	3	307801	308175	1
YDR252W	BTT1	4	963412	963861	1
YJL174W	KRE9	10	95092	95922	1
YGR191W	HIP1	7	880420	882231	1
YDR306C		4	1073735	1075171	-1
YLR400W		12	922063	922536	1
YDL179W	PCL9	4	138291	139205	1
YLR350W	ORM2	12	828730	829380	1
YOR025W	HST3	15	378219	379562	1
YGR177C	ATF2	7	848829	850436	-1
YBR066C	NRG2	2	370037	370699	-1
YDR139C	RUB1	4	733618	733924	-1
YCR073C	SSK22	3	242588	246583	-1
YER134C		5	437267	437803	-1
YNR003W-A		14	634420	634518	1
YPR107C	YTH1	16	741438	742064	-1
YCL052C	PBN1	3	34143	35393	-1
YBR257W	POP4	2	728885	729724	1
YDR255C	RMD5	4	966557	967822	-1
YOR208W	PTP2	15	733925	736177	1
YOR379C		15	1050726	1051064	-1
YOR364W		15	1023371	1023739	1
YDL199C		4	101290	103353	-1
YKL121W	DGR2	11	214142	216700	1
YJR028W		10	478344	479666	1
YJR156C	THI11	10	728574	729596	-1
YNL321W	VNX1	14	34696	37422	1
YKL041W	VPS24	11	360143	360817	1
YCL001W-B		3	113770	114024	1
YMR014W	BUD22	13	298868	300427	1
YKR030W	GMH1	11	500282	501103	1
YJL010C	NOP9	10	417562	419562	-1
YDR131C		4	716790	718460	-1
YKL054C	DEF1	11	336537	338753	-1
YIL025C		9	308201	308575	-1
YBR196C	PGI1	2	612236	613900	-1
YER163C		5	503084	503782	-1
YNR042W		14	701238	701666	1
YOR331C		15	943565	944122	-1
YML009W-B		13	250435	250911	1
YBR230C	OM14	2	679549	680050	-1
YLR128W	DCN1	12	398530	399433	1
YLR032W	RAD5	12	204991	208500	1
YBR214W	SDS24	2	651415	652998	1
YPL268W	PLC1	16	35236	37845	1
YEL035C	UTR5	5	85045	85545	-1
YOR020C	HSP10	15	370524	370844	-1
YLL053C		12	35503	35961	-1
YDR314C	RAD34	4	1090433	1092511	-1
tS(UGA)E	SUP19	5	288443	288524	-1
tG(GCC)M		13	183898	183968	-1
tM(CAU)J2	EMT3	10	422937	423009	1
snR63		4	323217	323471	-1
tQ(UUG)D2		4	645153	645224	-1
snR41		16	719148	719242	-1
snR45		16	821732	821903	1
snR52		5	431129	431220	-1
snR65		3	177183	177282	1
tS(UGA)1	SUP17	9	248850	248931	1
tC(GCA)P2		16	775765	775836	-1
tN(GUU)F		6	137486	137559	-1
tA(UGC)G		7	794417	794489	1
tK(CUU)P		16	582062	582134	1
tR(ACG)L		12	374355	374427	1
tT(UGU)G2		7	1004216	1004287	1
tA(AGC)M1		13	321147	321219	-1
tP(UGG)M	SUF7	13	196068	196170	-1
RDN25-1		12	451786	455181	-1
snR30		12	198784	199389	1
LSR1		2	680688	681862	-1
tL(UAA)L		12	962972	963055	-1
tT(XXX)Q2		Mito	78089	78162	-1
snR35		15	759326	759529	-1
tM(CAU)O2	EMT2	15	976421	976493	1
tS(AGA)M		13	259158	259239	-1
snR40		14	89210	89306	1
tY(GUA)J1	SUP7	10	354244	354332	1
tI(AAU)G		7	739122	739195	1
tL(UAA)B1		2	9583	9666	1
snR69		11	364776	364876	1
tM(CAU)J3	IMT3	10	517813	517884	-1
snR74		13	298138	298225	1
tF(GAA)H1		8	237848	237939	-1
tC(GCA)G		7	707108	707179	-1
tP(UGG)N2		14	568115	568217	1
RDN18-2		12	465070	466869	-1
